0,13,6.074846899092965
1,23,4.5674008773022745
2,2,6.550673676930282
3,23,1.8753952546731574
4,18,4.19224477637699
4,26,5.636640800602418
5,48,6.216556003194726
6,16,4.516331421301927
7,37,4.18473817802011
7,29,2.0124216816941844
8,37,4.15406945824794
8,44,1.0230829911864312
9,33,2.8409295789578897
10,21,5.293385698836923
11,7,4.67694299281175
12,47,2.984618492846284
12,5,6.745889271164044
13,21,5.808347682192909
14,2,3.5766179799898077
15,33,6.824218532449418
16,46,4.360733253576507
17,23,5.668973436252661
18,39,1.7483724640995977
18,12,1.8229161826159486
18,25,4.688595024154303
19,19,4.3363433518973595
20,22,3.2593276042457777
21,35,2.70928469632895
21,38,1.6788067866106653
22,10,6.267661217578095
23,11,2.844700732991417
23,49,4.5732417497962885
24,21,3.4783117989269163
24,49,6.647204814540375
25,5,3.5170818772350705
26,53,5.157958456306759
27,41,6.7788790990424515
28,36,6.690076498261472
29,49,4.168074195799786
29,52,4.3858916540813375
30,14,3.0060243248219782
31,23,3.8530434520300316
32,49,2.7331803775334604
32,10,1.6488873335834209
33,11,4.48408769041057
33,37,4.970689723075201
34,13,1.4887177045842548
34,4,5.901766397297199
35,10,6.00142692762706
36,21,3.881992458001258
36,38,6.493413360856911
37,28,5.607802993048715
38,33,2.7539646088626215
39,13,2.4201090508569134
40,23,3.3840766825021147
41,34,1.8918773220770122
42,7,1.0108456213147154
42,18,4.519789944630668
43,48,2.4957931884829456
44,35,2.507114023243341
44,41,3.1031147389233062
45,16,6.681415877263988
46,36,3.676286178912849
47,14,3.6175848326314823
48,24,3.92160526094578
49,26,4.767986456303393
50,15,1.0806259544063492
50,19,1.421787263987066
50,53,2.4372761973133317
51,42,2.117395307430649
51,21,4.447755036965175
52,18,5.429687413282879
52,28,4.7409892096176325
53,21,1.2665131043976996
53,15,4.459457148646915
54,7,1.3440430368061076
54,3,1.0275037046623459
55,49,5.000685573964503
56,22,6.818082944904752
57,31,5.206784384961476
58,30,6.290547211686069
59,30,3.706071447737071
60,16,2.741871901392911
60,50,1.324028645798752
61,51,2.026539683180105
62,16,6.85375032004902
63,15,3.8744067284462647
63,10,1.7582844612594515
64,2,2.8068567592264544
65,19,2.362608535035104
66,30,3.463125181827783
67,2,1.9675426135075034
68,31,3.4312823793925933
69,46,5.741000334935039
70,29,1.091539507373402
70,28,1.2929709038631532
