0,2,50
0,3,50
0,4,50
0,5,50
0,6,50
0,7,50
0,8,50
0,9,50
0,10,50
0,11,50
0,12,50
0,13,50
0,14,50
0,15,50
0,16,50
0,17,50
0,18,50
0,19,50
0,20,50
0,21,50
0,22,50
0,23,50
0,24,50
0,25,50
0,26,50
0,27,50
0,28,50
0,29,50
0,30,50
0,31,50
0,32,50
0,33,50
0,34,50
0,35,50
0,36,50
0,37,50
0,38,50
0,39,50
0,40,50
0,41,50
0,42,50
0,43,50
0,44,50
0,45,50
0,46,50
0,47,50
0,48,50
0,49,50
0,50,50
0,51,50
0,52,50
0,53,50
1,2,50
1,5,50
1,10,50
1,16,50
1,21,50
1,23,50
1,33,50
1,36,50
1,37,50
1,49,50
2,3,50
2,4,50
2,6,50
2,7,50
2,8,50
2,9,50
2,11,50
2,12,50
2,13,50
2,14,50
2,15,50
2,16,50
2,18,50
2,19,50
2,20,50
2,21,50
2,22,50
2,25,50
2,26,50
2,27,50
2,28,50
2,29,50
2,30,50
2,31,50
2,35,50
2,36,50
2,38,50
2,40,50
2,41,50
2,42,50
2,44,50
2,45,50
2,46,50
2,47,50
2,48,50
2,51,50
2,52,50
2,53,50
3,43,50
3,49,50
3,50,50
4,3,50
4,4,50
4,7,50
4,10,50
4,11,50
4,13,50
4,17,50
4,18,50
4,20,50
4,22,50
4,23,50
4,24,50
4,26,50
4,28,50
4,29,50
4,31,50
4,32,50
4,33,50
4,34,50
4,35,50
4,36,50
4,37,50
4,38,50
4,39,50
4,40,50
4,41,50
4,42,50
4,44,50
4,45,50
4,46,50
4,47,50
4,49,50
4,50,50
4,53,50
5,5,50
5,12,50
5,18,50
5,27,50
5,40,50
5,51,50
